transcript_id	gene_id	biotype	log2FC	qval	five_prime	three_prime	intergenic	coding_prob
MSTRG.11940.3	MSTRG.11940	novel	-1.67400887995579	0.625052049189681	TRUE	TRUE	FALSE	0.952419823250049
MSTRG.16508.4	MSTRG.16508	novel	2.83220580381677	0.625365350065362	TRUE	TRUE	FALSE	0.070171801584243
MSTRG.1734.38	MSTRG.1734	novel	-2.39887133866727	0.625365350065362	TRUE	TRUE	FALSE	0.00188779836654199
MSTRG.15093.8	MSTRG.15093	novel	-0.373044482740231	0.625834367878028	TRUE	TRUE	FALSE	0.0437022767476049
MSTRG.5087.6	MSTRG.5087	novel	-0.311813612410009	0.626329660641105	TRUE	TRUE	FALSE	0.999999966850656
MSTRG.21965.3	MSTRG.21965	novel	-0.586304247250879	0.62637480905739	TRUE	TRUE	FALSE	0.384726986560683
MSTRG.8905.4	MSTRG.8905	novel	-1.04159522498272	0.626874585196708	TRUE	TRUE	FALSE	3.45519737567297e-05
MSTRG.24741.7	MSTRG.24741	novel	-0.605267897159499	0.627627710906444	TRUE	TRUE	FALSE	0.992369891472994
MSTRG.17348.5	MSTRG.17348	novel	-2.98902443430742	0.627808203709013	TRUE	TRUE	FALSE	0.973068164794046
MSTRG.2456.10	MSTRG.2456	novel	1.69630593450416	0.628712219860475	TRUE	TRUE	FALSE	0.902204364588322
MSTRG.27768.2	MSTRG.27768	novel	0.465943066025925	0.628751642632512	TRUE	TRUE	FALSE	0.00315875879505078
MSTRG.26036.2	MSTRG.26036	novel	0.784212826577871	0.629303977832946	TRUE	TRUE	FALSE	0.451790288302708
MSTRG.8454.5	MSTRG.8454	novel	0.3006641498206	0.629396462124751	TRUE	TRUE	FALSE	0.00841659621311621
MSTRG.26186.3	MSTRG.26186	novel	4.31390018031194	0.629898695433976	TRUE	TRUE	FALSE	0.000468219017106059
MSTRG.8664.4	MSTRG.8664	novel	-0.342149421566262	0.630371728726857	TRUE	TRUE	FALSE	0.00289077695523486
MSTRG.10157.2	MSTRG.10157	novel	-4.64155622776295	0.630516298653416	TRUE	TRUE	FALSE	0.580206604138071
MSTRG.2633.1	MSTRG.2633	novel	-0.635743462224731	0.63070283147195	TRUE	TRUE	FALSE	0.52392570280197
MSTRG.10016.34	MSTRG.10016	novel	-2.27363942780857	0.63188225520848	TRUE	TRUE	FALSE	0.00298814557934619
MSTRG.27270.3	MSTRG.27270	novel	-0.566515983034625	0.63188225520848	TRUE	TRUE	FALSE	0.0352494995844649
MSTRG.17875.5	MSTRG.17875	novel	1.36478819871206	0.632482583888256	TRUE	TRUE	FALSE	0.0369863561949953
MSTRG.16017.1	MSTRG.16017	novel	-3.02045188367583	0.632593655948091	TRUE	TRUE	FALSE	0.897896183332558
MSTRG.24314.2	MSTRG.24314	novel	-0.345391053731264	0.632601003781167	TRUE	TRUE	FALSE	0.000716628673656981
MSTRG.8882.4	MSTRG.8882	novel	-2.01366137730373	0.632724922111304	TRUE	TRUE	FALSE	0.00267839158830548
MSTRG.29071.3	MSTRG.29071	novel	-1.0228117836725	0.633121701926743	TRUE	TRUE	FALSE	0.0701505573448115
MSTRG.20864.5	MSTRG.20864	novel	-0.848563833773832	0.633347917152616	TRUE	TRUE	FALSE	0.998275277104966
MSTRG.1361.1	MSTRG.1361	novel	-3.36871424900648	0.634657940634	TRUE	TRUE	FALSE	0.805447317561753
MSTRG.4688.2	MSTRG.4688	novel	-0.305530217047217	0.635349323498852	TRUE	TRUE	FALSE	0.256699869948134
MSTRG.6281.2	MSTRG.6281	novel	3.35063957823883	0.635386869952404	TRUE	TRUE	FALSE	0.10253403495189
MSTRG.15984.3	MSTRG.15984	novel	0.993724130996572	0.636038285238447	TRUE	TRUE	FALSE	0.093082271892801
MSTRG.1364.16	MSTRG.1364	novel	-2.51705925332927	0.636175018749658	TRUE	TRUE	FALSE	0.270478588641274
MSTRG.4820.12	MSTRG.4820	novel	-0.980791959156733	0.637509869170412	TRUE	TRUE	FALSE	0.00147905202899574
MSTRG.25418.52	MSTRG.25418	novel	0.941518740313139	0.637788469057775	TRUE	TRUE	FALSE	0.0298441445048871
MSTRG.7801.2	MSTRG.7801	novel	0.595085225902468	0.637972697064819	TRUE	TRUE	FALSE	0.0791621775404657
MSTRG.17156.4	MSTRG.17156	novel	-0.325214016183317	0.638102450981409	TRUE	TRUE	FALSE	0.285414138375027
MSTRG.25255.1	MSTRG.25255	novel	0.434372776534999	0.638664458617111	TRUE	TRUE	FALSE	0.370430808951999
MSTRG.20808.5	MSTRG.20808	novel	0.438612246202719	0.638714272990261	TRUE	TRUE	FALSE	0.197734083294858
MSTRG.21311.10	MSTRG.21311	novel	-0.412022677381921	0.638988522378311	TRUE	TRUE	FALSE	0.981465375343405
MSTRG.12392.2	MSTRG.12392	novel	-0.587339364480931	0.640040281964206	TRUE	TRUE	FALSE	0.49506699675738
MSTRG.12579.9	MSTRG.12579	novel	3.32344567675533	0.640386133612121	TRUE	TRUE	FALSE	0.994893583378242
MSTRG.15802.1	MSTRG.15802	novel	3.70525855295505	0.640734465246618	TRUE	TRUE	FALSE	0.0102715406825302
MSTRG.6090.2	MSTRG.6090	novel	3.60761101016164	0.641054565940306	TRUE	TRUE	FALSE	0.974106954087863
MSTRG.10605.12	MSTRG.10605	novel	-0.484834244942053	0.641113279786742	TRUE	TRUE	FALSE	0.348162984456914
MSTRG.20813.1	MSTRG.20813	novel	2.59229348980134	0.641117920940758	TRUE	TRUE	FALSE	0.0763373765566999
MSTRG.25806.3	MSTRG.25806	novel	-2.18231664154081	0.641768173259129	TRUE	TRUE	FALSE	0.992480240639646
MSTRG.27596.4	MSTRG.27596	novel	0.648643555200607	0.642049797400456	TRUE	TRUE	FALSE	0.997037334167673
MSTRG.26754.4	MSTRG.26754	novel	0.409099295568018	0.642150317665909	TRUE	TRUE	FALSE	0.0538166322510552
MSTRG.4510.19	MSTRG.4510	novel	-1.32280224596508	0.642797583048091	TRUE	TRUE	FALSE	0.6973757780224
MSTRG.24450.3	MSTRG.24450	novel	-0.594628114961387	0.643294147143048	TRUE	TRUE	FALSE	0.424707621963904
MSTRG.2442.7	MSTRG.2442	novel	3.27834098871284	0.643719526212804	TRUE	TRUE	FALSE	0.33193573629716
MSTRG.19245.1	MSTRG.19245	novel	-1.77261791171959	0.64377719837536	TRUE	TRUE	FALSE	0.901999867070576
MSTRG.11477.5	MSTRG.11477	novel	0.504399296848304	0.643829438328185	TRUE	TRUE	FALSE	0.684710985904824
MSTRG.9097.6	MSTRG.9097	novel	-2.42461720494969	0.643908654181313	TRUE	TRUE	FALSE	0.173795537689103
MSTRG.19843.6	MSTRG.19843	novel	0.894859904656506	0.644026195045574	TRUE	TRUE	FALSE	0.000191009823995067
MSTRG.4238.3	MSTRG.4238	novel	3.49820087203301	0.644148970298206	TRUE	TRUE	FALSE	0.775311480709432
MSTRG.8612.12	MSTRG.8612	novel	-0.697703841466848	0.644517795471742	TRUE	TRUE	FALSE	0.032910070256522
MSTRG.22733.4	MSTRG.22733	novel	-0.770247487994806	0.644984006196286	TRUE	TRUE	FALSE	0.000124974917095074
MSTRG.27992.29	MSTRG.27992	novel	-0.324782849590758	0.645295865598845	TRUE	TRUE	FALSE	0.975912889565892
MSTRG.5718.3	MSTRG.5718	novel	1.22256666500822	0.645603164137665	TRUE	TRUE	FALSE	0.00681707368802979
MSTRG.1865.12	MSTRG.1865	novel	0.823131826545211	0.645836280753216	TRUE	TRUE	FALSE	0.676610567301752
MSTRG.5412.5	MSTRG.5412	novel	-2.83321959634764	0.646433919056448	TRUE	TRUE	FALSE	0.999987594373452
MSTRG.10772.6	MSTRG.10772	novel	-0.401710571895613	0.646940648939734	TRUE	TRUE	FALSE	0.995537819381548
MSTRG.3415.2	MSTRG.3415	novel	0.573606568826546	0.646971294615427	TRUE	TRUE	FALSE	0.0925229937182251
MSTRG.12548.7	MSTRG.12548	novel	-0.629606278717706	0.647997992936615	TRUE	TRUE	FALSE	0.0037251114951987
MSTRG.18004.4	MSTRG.18004	novel	-2.96790614790748	0.647997992936615	TRUE	TRUE	FALSE	0.00562176475046389
MSTRG.12851.7	MSTRG.12851	novel	0.263594844942719	0.648212607471852	TRUE	TRUE	FALSE	0.248275285704557
MSTRG.12231.5	MSTRG.12231	novel	-3.19734696647485	0.64845801330174	TRUE	TRUE	FALSE	0.102288036035745
MSTRG.14885.5	MSTRG.14885	novel	-2.73689594625969	0.649378094934976	TRUE	TRUE	FALSE	0.517719942478931
MSTRG.27416.2	MSTRG.27416	novel	4.19217245488236	0.649630933370723	TRUE	TRUE	FALSE	0.0242247901367353
MSTRG.8259.10	MSTRG.8259	novel	1.84667797819017	0.650190542363946	TRUE	TRUE	FALSE	0.0155633450644432
MSTRG.13576.3	MSTRG.13576	novel	-0.275112410183778	0.65039745169023	TRUE	TRUE	FALSE	0.0317559748921289
MSTRG.3248.2	MSTRG.3248	novel	-2.53619285273007	0.650522008075686	TRUE	TRUE	FALSE	0.999999778082904
MSTRG.10163.7	MSTRG.10163	novel	4.16703133093417	0.65187820544542	TRUE	TRUE	FALSE	4.85114091832036e-07
MSTRG.16738.9	MSTRG.16738	novel	-2.25419385371497	0.65187820544542	TRUE	TRUE	FALSE	0.999999999282203
MSTRG.24530.10	MSTRG.24530	novel	0.33745569483436	0.652246956006562	TRUE	TRUE	FALSE	0.999999834099259
MSTRG.7276.4	MSTRG.7276	novel	-0.509514509661537	0.652284938954008	TRUE	TRUE	FALSE	0.791824355124425
MSTRG.15703.7	MSTRG.15703	novel	-0.972808783241223	0.652690865359106	TRUE	TRUE	FALSE	0.953787891565416
MSTRG.6486.6	MSTRG.6486	novel	-1.10730452892242	0.653197846350013	TRUE	TRUE	FALSE	8.14690214938277e-05
MSTRG.12143.7	MSTRG.12143	novel	0.332100518342039	0.653684637118265	TRUE	TRUE	FALSE	0.749669766988093
MSTRG.2457.3	MSTRG.2457	novel	-0.805802503346656	0.653684637118265	TRUE	TRUE	FALSE	0.871985509425001
MSTRG.15093.2	MSTRG.15093	novel	2.44284268148216	0.654987665206482	TRUE	TRUE	FALSE	0.0434554591503109
MSTRG.27621.2	MSTRG.27621	novel	0.892968935774524	0.655007876786396	TRUE	TRUE	FALSE	0.999047869423694
MSTRG.22889.2	MSTRG.22889	novel	0.52830456285182	0.655227892262952	TRUE	TRUE	FALSE	0.00250743468786009
MSTRG.26075.5	MSTRG.26075	novel	2.08758022113711	0.656268361236112	TRUE	TRUE	FALSE	0.997986869427907
MSTRG.28629.2	MSTRG.28629	novel	-0.699426715673321	0.65703787336887	TRUE	TRUE	FALSE	0.999999999979816
MSTRG.13666.5	MSTRG.13666	novel	0.68216218256613	0.658235573852762	TRUE	TRUE	FALSE	0.952555091142528
MSTRG.7669.3	MSTRG.7669	novel	-0.778440045560162	0.658792116396903	TRUE	TRUE	FALSE	0.0158777122764049
MSTRG.15093.9	MSTRG.15093	novel	2.89202623520021	0.659066519838277	TRUE	TRUE	FALSE	0.0437022767476049
MSTRG.14705.26	MSTRG.14705	novel	2.64395166886108	0.660143812410083	TRUE	TRUE	FALSE	0.0284262753421877
MSTRG.28402.5	MSTRG.28402	novel	0.353455024128509	0.660483385729822	TRUE	TRUE	FALSE	0.0124275152240596
MSTRG.3079.5	MSTRG.3079	novel	-0.963839916927714	0.661147567584233	TRUE	TRUE	FALSE	0.000754953195031615
MSTRG.14528.4	MSTRG.14528	novel	1.02469083738394	0.661305569548009	TRUE	TRUE	FALSE	0.987123530130183
MSTRG.25914.3	MSTRG.25914	novel	0.249186208370592	0.661823941383089	TRUE	TRUE	FALSE	1.6912820026494e-05
MSTRG.10855.5	MSTRG.10855	novel	4.17993239196467	0.662039645727689	TRUE	TRUE	FALSE	0.109284485036955
MSTRG.1371.2	MSTRG.1371	novel	-0.566610705902056	0.663442691638974	TRUE	TRUE	FALSE	0.000864738496135358
MSTRG.2571.9	MSTRG.2571	novel	-0.260089392694257	0.663856278751503	TRUE	TRUE	FALSE	0.0201726363724403
MSTRG.6123.5	MSTRG.6123	novel	-1.20487372520816	0.66416347742543	TRUE	TRUE	FALSE	0.0417497587110626
MSTRG.19200.1	MSTRG.19200	novel	-0.844510009046323	0.665924219162141	TRUE	TRUE	FALSE	0.685484247607641
MSTRG.12204.9	MSTRG.12204	novel	-1.5044114519084	0.666191446328168	TRUE	TRUE	FALSE	0.575036195686401
MSTRG.13523.9	MSTRG.13523	novel	-0.921190284215205	0.666191446328168	TRUE	TRUE	FALSE	0.999607294198246
MSTRG.23327.6	MSTRG.23327	novel	-1.58097329920335	0.666464765059419	TRUE	TRUE	FALSE	0.00366495501052718
MSTRG.3079.4	MSTRG.3079	novel	0.768715647492757	0.66697065548947	TRUE	TRUE	FALSE	0.00272093821225785
MSTRG.3807.6	MSTRG.3807	novel	0.364571100272428	0.667003148035134	TRUE	TRUE	FALSE	6.00291361057955e-05
MSTRG.12867.4	MSTRG.12867	novel	-1.01455355446594	0.667700761490175	TRUE	TRUE	FALSE	0.150748269012525
MSTRG.15680.4	MSTRG.15680	novel	0.559188146471513	0.667700761490175	TRUE	TRUE	FALSE	0.722976139868354
MSTRG.19278.4	MSTRG.19278	novel	-0.207328930975651	0.667750935922175	TRUE	TRUE	FALSE	0.000295121181701377
MSTRG.17777.5	MSTRG.17777	novel	-1.14619970852425	0.668263365926541	TRUE	TRUE	FALSE	0.0326339957853473
MSTRG.6070.1	MSTRG.6070	novel	-1.51835080306555	0.668623012951736	TRUE	TRUE	FALSE	0.0236332821685827
MSTRG.7594.4	MSTRG.7594	novel	0.224251737162217	0.669405716661894	TRUE	TRUE	FALSE	0.98394571052777
MSTRG.4091.1	MSTRG.4091	novel	0.395146899672488	0.669649653101285	TRUE	TRUE	FALSE	0.173477931570023
MSTRG.18905.10	MSTRG.18905	novel	3.20907921589439	0.669825931914871	TRUE	TRUE	FALSE	0.270909392145019
MSTRG.26521.4	MSTRG.26521	novel	0.371829923054066	0.670309763689339	TRUE	TRUE	FALSE	0.000116684266639611
MSTRG.21185.2	MSTRG.21185	novel	-0.739353451264347	0.672584135829115	TRUE	TRUE	FALSE	0.637326081468892
MSTRG.29694.66	MSTRG.29694	novel	-0.294979393060119	0.672584135829115	TRUE	TRUE	FALSE	0.999789206116466
MSTRG.2326.6	MSTRG.2326	novel	2.43136235435691	0.673306011681527	TRUE	TRUE	FALSE	0.0507942025052449
MSTRG.16471.5	MSTRG.16471	novel	0.303256090423836	0.673724998121931	TRUE	TRUE	FALSE	0.0165398212462996
MSTRG.6922.4	MSTRG.6922	novel	-1.99280472485475	0.674335165563355	TRUE	TRUE	FALSE	0.328176773375843
MSTRG.16890.12	MSTRG.16890	novel	-0.596293235645777	0.675329209924592	TRUE	TRUE	FALSE	0.79701380059016
MSTRG.1704.1	MSTRG.1704	novel	-2.70307595854852	0.675673800148917	TRUE	TRUE	FALSE	7.40978826791504e-10
MSTRG.6948.6	MSTRG.6948	novel	-0.218767155025162	0.675816545101905	TRUE	TRUE	FALSE	0.00105058651873139
MSTRG.14435.6	MSTRG.14435	novel	1.45432813104106	0.675916918882533	TRUE	TRUE	FALSE	0.99940634089402
MSTRG.15691.5	MSTRG.15691	novel	-0.667122147501619	0.676478314291444	TRUE	TRUE	FALSE	0.285566530518855
MSTRG.3833.1	MSTRG.3833	novel	-0.611252716190849	0.67651394676497	TRUE	TRUE	FALSE	0.0549212023821792
MSTRG.28322.3	MSTRG.28322	novel	0.927886602738194	0.676953590846855	TRUE	TRUE	FALSE	0.925437330314362
MSTRG.27270.1	MSTRG.27270	novel	-0.263647683945448	0.678625216867008	TRUE	TRUE	FALSE	0.0352289942297035
MSTRG.24078.10	MSTRG.24078	novel	-0.971622352629265	0.678744377852615	TRUE	TRUE	FALSE	0.0249128284805282
MSTRG.27050.16	MSTRG.27050	novel	-0.275531579797436	0.679077956337665	TRUE	TRUE	FALSE	0.00116060087474064
MSTRG.25662.2	MSTRG.25662	novel	2.86286068473097	0.679479228455576	TRUE	TRUE	FALSE	0.994963128122149
MSTRG.6674.5	MSTRG.6674	novel	0.429147412999631	0.681933773113821	TRUE	TRUE	FALSE	0.999037709785446
MSTRG.25987.2	MSTRG.25987	novel	0.457490724515602	0.682120361704955	TRUE	TRUE	FALSE	0.996091956207014
MSTRG.18362.2	MSTRG.18362	novel	-0.326383319963574	0.682715815582949	TRUE	TRUE	FALSE	0.0774247048460853
MSTRG.15998.7	MSTRG.15998	novel	1.40756659537054	0.683020695897277	TRUE	TRUE	FALSE	0.0917592028288398
MSTRG.18821.6	MSTRG.18821	novel	3.87175563649445	0.683620471456579	TRUE	TRUE	FALSE	0.932197938253242
MSTRG.29591.4	MSTRG.29591	novel	-3.29396391371683	0.684239154125765	TRUE	TRUE	FALSE	0.245869297597713
MSTRG.8485.2	MSTRG.8485	novel	2.23305624839214	0.684239154125765	TRUE	TRUE	FALSE	1
MSTRG.18427.3	MSTRG.18427	novel	-2.86409007316224	0.684268326940219	TRUE	TRUE	FALSE	0.99987676779799
MSTRG.12166.4	MSTRG.12166	novel	-3.03190819106309	0.684353189497759	TRUE	TRUE	FALSE	0.00681846147604828
MSTRG.3807.5	MSTRG.3807	novel	-3.0616395834249	0.684734633172632	TRUE	TRUE	FALSE	5.99995219226154e-05
MSTRG.28150.1	MSTRG.28150	novel	0.328949694249977	0.684760494725418	TRUE	TRUE	FALSE	0.00845222330685558
MSTRG.15759.22	MSTRG.15759	novel	0.909914595873188	0.685544843157324	TRUE	TRUE	FALSE	0.999989265906051
MSTRG.29455.2	MSTRG.29455	novel	0.46754706927541	0.686256707348344	TRUE	TRUE	FALSE	0.68796540169412
MSTRG.25936.4	MSTRG.25936	novel	2.13789816459199	0.686348288623174	TRUE	TRUE	FALSE	0.000481510804300297
MSTRG.24235.13	MSTRG.24235	novel	1.08268155749098	0.68682408821715	TRUE	TRUE	FALSE	0.978573811854292
MSTRG.4201.6	MSTRG.4201	novel	-0.212688897310591	0.68682408821715	TRUE	TRUE	FALSE	0.347542338785429
MSTRG.15249.2	MSTRG.15249	novel	0.339394866905503	0.687656968839968	TRUE	TRUE	FALSE	0.748763441439629
MSTRG.4335.11	MSTRG.4335	novel	1.19327792981496	0.688303906948771	TRUE	TRUE	FALSE	1.8368908267864e-05
MSTRG.29562.7	MSTRG.29562	novel	-0.283229087372304	0.688308726906584	TRUE	TRUE	FALSE	0.00139414500963314
MSTRG.27618.6	MSTRG.27618	novel	-2.82868822607187	0.689433152273961	TRUE	TRUE	FALSE	0.995047223443807
MSTRG.24467.1	MSTRG.24467	novel	0.971272003578727	0.689530245681169	TRUE	TRUE	FALSE	0.00603287284874583
MSTRG.4871.4	MSTRG.4871	novel	-0.551071205426655	0.689632893187387	TRUE	TRUE	FALSE	0.00227708524596795
MSTRG.2908.5	MSTRG.2908	novel	-0.317493307870802	0.69004369718463	TRUE	TRUE	FALSE	0.00395193430061145
MSTRG.14405.3	MSTRG.14405	novel	0.227426458700654	0.691182953767297	TRUE	TRUE	FALSE	0.962572499566838
MSTRG.1816.13	MSTRG.1816	novel	2.80697626798475	0.691419956044793	TRUE	TRUE	FALSE	0.00606025467430743
MSTRG.5247.1	MSTRG.5247	novel	-0.233347596659251	0.691467555587063	TRUE	TRUE	FALSE	0.986082916234277
MSTRG.20952.3	MSTRG.20952	novel	3.79255637916325	0.6915597753158	TRUE	TRUE	FALSE	0.000348819240690697
MSTRG.4763.6	MSTRG.4763	novel	1.16196624291074	0.691578642534083	TRUE	TRUE	FALSE	0.999999984212493
MSTRG.7614.1	MSTRG.7614	novel	-0.462407709677114	0.692529581042286	TRUE	TRUE	FALSE	0.060567177021069
MSTRG.19036.3	MSTRG.19036	novel	0.225079606205007	0.693166304315005	TRUE	TRUE	FALSE	0.555269168973344
MSTRG.16944.2	MSTRG.16944	novel	1.01408206247961	0.693297285871463	TRUE	TRUE	FALSE	0.00533739265155832
MSTRG.14717.2	MSTRG.14717	novel	4.60031502364242	0.693506413449693	TRUE	TRUE	FALSE	0.999984788090681
MSTRG.10253.5	MSTRG.10253	novel	2.75286091504832	0.693999577782196	TRUE	TRUE	FALSE	0.999999500272845
MSTRG.17030.1	MSTRG.17030	novel	-1.19055757867282	0.694062934791817	TRUE	TRUE	FALSE	2.78751670837748e-09
MSTRG.4175.11	MSTRG.4175	novel	0.39979092649519	0.695521957748264	TRUE	TRUE	FALSE	0.153803605309794
MSTRG.4125.6	MSTRG.4125	novel	-0.457991947242968	0.695688072007852	TRUE	TRUE	FALSE	0.000172503715254902
MSTRG.13178.1	MSTRG.13178	novel	0.245234581863583	0.695938134272838	TRUE	TRUE	FALSE	0.999999812573251
MSTRG.22616.6	MSTRG.22616	novel	-0.329340736501898	0.695938134272838	TRUE	TRUE	FALSE	0.0554057921277479
MSTRG.15952.3	MSTRG.15952	novel	-0.433766754676129	0.696374977998366	TRUE	TRUE	FALSE	0.000411572252692906
MSTRG.17930.9	MSTRG.17930	novel	-0.316867631395871	0.696602060755278	TRUE	TRUE	FALSE	0.00851200494360681
MSTRG.7650.8	MSTRG.7650	novel	0.34481517248479	0.696714902817087	TRUE	TRUE	FALSE	0.889313359168955
MSTRG.3535.11	MSTRG.3535	novel	0.505009772553074	0.69694325766512	TRUE	TRUE	FALSE	0.103800210539712
MSTRG.5151.10	MSTRG.5151	novel	3.35972544673398	0.697650210497278	TRUE	TRUE	FALSE	0.382870888548286
MSTRG.2571.2	MSTRG.2571	novel	-1.15128067605813	0.697841415218071	TRUE	TRUE	FALSE	0.0199548726229178
MSTRG.1371.1	MSTRG.1371	novel	0.333473752102447	0.698455462748406	TRUE	TRUE	FALSE	0.000864738496135358
MSTRG.13030.2	MSTRG.13030	novel	0.599499609231319	0.698692621734064	TRUE	TRUE	FALSE	0.999985019554951
MSTRG.26012.56	MSTRG.26012	novel	0.482435764929128	0.698991559305819	TRUE	TRUE	FALSE	0.999999818428426
MSTRG.28688.2	MSTRG.28688	novel	-4.02997874773553	0.699204217776485	TRUE	TRUE	FALSE	1
MSTRG.18496.1	MSTRG.18496	novel	-1.48749695629606	0.700785860328605	TRUE	TRUE	FALSE	0.145013012837207
MSTRG.15163.31	MSTRG.15163	novel	3.00420780698097	0.701099875940067	TRUE	TRUE	FALSE	0.353621265633612
MSTRG.19872.6	MSTRG.19872	novel	-0.276798622331384	0.701099875940067	TRUE	TRUE	FALSE	0.00107095941478836
MSTRG.13678.6	MSTRG.13678	novel	0.267554627870633	0.701482762191558	TRUE	TRUE	FALSE	0.993661480291943
MSTRG.14176.2	MSTRG.14176	novel	-0.436343864841463	0.703832950608751	TRUE	TRUE	FALSE	0.141867520376406
MSTRG.22056.8	MSTRG.22056	novel	0.291171147712115	0.703844204169715	TRUE	TRUE	FALSE	0.994216479645286
MSTRG.16597.2	MSTRG.16597	novel	2.22035356291302	0.704239786283091	TRUE	TRUE	FALSE	0.0343389944453647
MSTRG.27677.16	MSTRG.27677	novel	-0.824303101674953	0.70479041716512	TRUE	TRUE	FALSE	0.998191904674471
MSTRG.15430.3	MSTRG.15430	novel	-3.05423054439831	0.70556002699493	TRUE	TRUE	FALSE	0.999672299126751
MSTRG.11098.2	MSTRG.11098	novel	1.67742214073174	0.706344465202794	TRUE	TRUE	FALSE	0.157396550973658
MSTRG.2311.8	MSTRG.2311	novel	2.97342862147856	0.706702204581118	TRUE	TRUE	FALSE	0.136526025100394
MSTRG.10768.23	MSTRG.10768	novel	0.767268294297253	0.706875571679259	TRUE	TRUE	FALSE	0.0269700265100322
MSTRG.11467.20	MSTRG.11467	novel	0.188481317173106	0.707092762920741	TRUE	TRUE	FALSE	0.0354346690599259
MSTRG.10743.2	MSTRG.10743	novel	2.47775856099088	0.707224811168834	TRUE	TRUE	FALSE	0.691813519763236
MSTRG.8402.2	MSTRG.8402	novel	-0.375242643411254	0.707822151898179	TRUE	TRUE	FALSE	0.121571949086448
MSTRG.1809.1	MSTRG.1809	novel	0.371335678199698	0.707913388240573	TRUE	TRUE	FALSE	0.108214907753208
MSTRG.10674.1	MSTRG.10674	novel	-0.305552461108762	0.707944454961586	TRUE	TRUE	FALSE	0.999817106347363
MSTRG.14142.3	MSTRG.14142	novel	-0.22605542322327	0.708061212874709	TRUE	TRUE	FALSE	0.404845280663906
MSTRG.15771.30	MSTRG.15771	novel	0.266827645839534	0.708311770387458	TRUE	TRUE	FALSE	0.552331853764291
MSTRG.20132.2	MSTRG.20132	novel	-0.631053178891486	0.70848845937134	TRUE	TRUE	FALSE	0.248009197562665
MSTRG.17181.9	MSTRG.17181	novel	3.03500067105455	0.70906846133707	TRUE	TRUE	FALSE	0.806456425547153
MSTRG.26070.48	MSTRG.26070	novel	-0.391117809014826	0.709360065532944	TRUE	TRUE	FALSE	0.763034779798251
MSTRG.9887.9	MSTRG.9887	novel	-0.594502997412154	0.709360065532944	TRUE	TRUE	FALSE	0.809964919803068
MSTRG.12051.1	MSTRG.12051	novel	-0.376215180985392	0.709712105164025	TRUE	TRUE	FALSE	0.988120292447089
MSTRG.23917.1	MSTRG.23917	novel	0.889379667435817	0.709947403501627	TRUE	TRUE	FALSE	0.0312400157535854
MSTRG.3718.3	MSTRG.3718	novel	-0.251453586459561	0.710087836061579	TRUE	TRUE	FALSE	0.00150197458087892
MSTRG.18295.51	MSTRG.18295	novel	3.32745250323771	0.710640101554287	TRUE	TRUE	FALSE	0.1400471562242
MSTRG.14750.9	MSTRG.14750	novel	0.61214342720082	0.710946142750014	TRUE	TRUE	FALSE	0.965510642100679
MSTRG.5061.13	MSTRG.5061	novel	-3.03919733644815	0.710972843187971	TRUE	TRUE	FALSE	0.496561448636427
MSTRG.3771.5	MSTRG.3771	novel	0.8497580210697	0.71127939144433	TRUE	TRUE	FALSE	0.0137030195699735
MSTRG.17904.4	MSTRG.17904	novel	2.70763896735205	0.711756810512464	TRUE	TRUE	FALSE	0.999999998299556
MSTRG.11554.8	MSTRG.11554	novel	0.618369650266676	0.712061999306906	TRUE	TRUE	FALSE	0.829224005001605
MSTRG.24636.7	MSTRG.24636	novel	0.443842474255373	0.712256088630232	TRUE	TRUE	FALSE	0.00332817298792236
MSTRG.4462.1	MSTRG.4462	novel	-0.250488184325425	0.71261360959596	TRUE	TRUE	FALSE	0.0523478953477256
MSTRG.17732.9	MSTRG.17732	novel	0.273741833952	0.712973305414498	TRUE	TRUE	FALSE	2.50792159207721e-05
MSTRG.7832.1	MSTRG.7832	novel	-0.287707111892118	0.713255021163767	TRUE	TRUE	FALSE	0.0013266203359869
MSTRG.15302.2	MSTRG.15302	novel	0.62036139697182	0.713946905240539	TRUE	TRUE	FALSE	0.890117047846053
MSTRG.9462.1	MSTRG.9462	novel	0.716050254625804	0.715636177104527	TRUE	TRUE	FALSE	0.00830705899022554
MSTRG.28457.4	MSTRG.28457	novel	-2.5346082876195	0.71629236176944	TRUE	TRUE	FALSE	0.999999994575655
MSTRG.15683.1	MSTRG.15683	novel	-0.790874797812788	0.716313778007423	TRUE	TRUE	FALSE	0.468658963964294
MSTRG.15919.9	MSTRG.15919	novel	0.214664368187357	0.716604359799933	TRUE	TRUE	FALSE	4.46974304326392e-05
MSTRG.29601.6	MSTRG.29601	novel	-2.09520934495638	0.71673010413243	TRUE	TRUE	FALSE	0.0221989852949132
MSTRG.9336.3	MSTRG.9336	novel	-0.220596507030179	0.717273106446434	TRUE	TRUE	FALSE	0.999999997251812
MSTRG.4000.17	MSTRG.4000	novel	1.81415977932914	0.717367337240574	TRUE	TRUE	FALSE	0.0574430996871134
MSTRG.3597.12	MSTRG.3597	novel	3.5985041483853	0.717561894427301	TRUE	TRUE	FALSE	6.07842383263876e-11
MSTRG.25383.2	MSTRG.25383	novel	-2.58662969330652	0.718507868019359	TRUE	TRUE	FALSE	0.999000383315941
